Sp_1	Res_1	1.0	consumes
Sp_1	Res_2	1.0	consumes
Sp_1	Res_4	1.0	consumes
Sp_1	Res_6	1.0	consumes
Sp_1	Res_10	1.0	consumes
Sp_1	Res_17	1.0	consumes
Sp_2	Res_3	1.0	consumes
Sp_2	Res_4	1.0	consumes
Sp_2	Res_11	1.0	consumes
Sp_2	Res_12	1.0	consumes
Sp_3	Res_2	1.0	consumes
Sp_3	Res_5	1.0	consumes
Sp_3	Res_11	1.0	consumes
Sp_4	Res_1	1.0	consumes
Sp_4	Res_3	1.0	consumes
Sp_4	Res_9	1.0	consumes
Sp_5	Res_1	1.0	consumes
Sp_5	Res_16	1.0	consumes
Sp_6	Res_1	1.0	releases
Sp_6	Res_2	1.0	consumes
Sp_6	Res_20	1.0	consumes
Sp_7	Res_1	1.0	consumes
Sp_7	Res_25	1.0	consumes
Sp_8	Res_6	1.0	consumes
Sp_8	Res_15	1.0	consumes
Sp_9	Res_1	1.0	consumes
Sp_9	Res_21	1.0	consumes
Sp_10	Res_1	1.0	consumes
Sp_10	Res_23	1.0	consumes
Sp_11	Res_3	1.0	consumes
Sp_11	Res_7	1.0	consumes
Sp_12	Res_5	1.0	consumes
Sp_12	Res_24	1.0	consumes
Sp_13	Res_3	1.0	releases
Sp_13	Res_4	1.0	consumes
Sp_13	Res_9	1.0	consumes
Sp_14	Res_1	1.0	consumes
Sp_14	Res_8	1.0	consumes
Sp_15	Res_1	1.0	consumes
Sp_15	Res_2	1.0	consumes
Sp_16	Res_1	1.0	consumes
Sp_16	Res_22	1.0	consumes
Sp_17	Res_8	1.0	consumes
Sp_17	Res_14	1.0	consumes
Sp_18	Res_5	1.0	consumes
Sp_18	Res_10	1.0	consumes
Sp_19	Res_13	1.0	consumes
Sp_20	Res_6	1.0	consumes
Sp_20	Res_15	1.0	releases
Sp_21	Res_18	1.0	consumes
Sp_22	Res_1	1.0	consumes
Sp_22	Res_2	1.0	releases
Sp_22	Res_3	1.0	releases
Sp_22	Res_8	1.0	releases
Sp_22	Res_16	1.0	releases
Sp_22	Res_21	1.0	releases
Sp_22	Res_22	1.0	releases
Sp_22	Res_23	1.0	releases
Sp_22	Res_25	1.0	releases
Sp_23	Res_19	1.0	consumes
Sp_24	Res_3	1.0	releases
Sp_24	Res_7	1.0	consumes
Sp_25	Res_3	1.0	releases
Sp_25	Res_12	1.0	consumes
